#az vm extension image list --location eastus -o table
Name                                     Publisher                                             Version
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxDEBIAN7                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9182
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxOL6                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.38
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.41
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.45
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.58
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.61
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.64
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.67
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.68
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.70
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.77
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.78
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.148
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.149
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.151
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.152
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.153
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.154
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.156
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.157
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.158
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.160
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.161
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.162
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.163
AzureBackupLinuxWorkload                 Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.164
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9172
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxDEBIAN8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
AzureDiskEncryption                      Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryption                      Microsoft.Azure.Security                              1.1.0.6
AzureDiskEncryption                      Microsoft.Azure.Security                              1.1.0.7
AzureDiskEncryption                      Microsoft.Azure.Security                              1.1.0.8
AzureDiskEncryption                      Microsoft.Azure.Security                              2.0.0.0
AzureDiskEncryption                      Microsoft.Azure.Security                              2.1.0.0
AzureDiskEncryption                      Microsoft.Azure.Security                              2.1.0.36
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.35
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.36
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.37
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.39
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.40
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.41
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.42
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.43
AzureDiskEncryption                      Microsoft.Azure.Security                              2.2.0.44
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9182
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxOL7                                 Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9172
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxDEBIAN9                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              0.1.0.999344
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              0.1.0.999345
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              0.1.0.999347
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              0.1.0.999348
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.1.0.50
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.1.0.51
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.1.0.52
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.75
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.83
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.84
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.89
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.90
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.91
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.92
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.93
AzureDiskEncryptionForLinux              Microsoft.Azure.Security                              1.2.0.94
WorkloadDiagnosticLinux                  Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.1
WorkloadDiagnosticLinux                  Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.1
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.124
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.125
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.126
AzureBackupWindowsWorkload               Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.127
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9182
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxRHEL6                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9183
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxRHEL7                               Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
WorkloadDiagnosticLinux.Test             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.1
WorkloadDiagnosticLinux.Test             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.2
IaaSAntimalware                          Microsoft.Azure.Security                              1.0.0.0
IaaSAntimalware                          Microsoft.Azure.Security                              1.1.0.0
IaaSAntimalware                          Microsoft.Azure.Security                              1.2.0.0
IaaSAntimalware                          Microsoft.Azure.Security                              1.3.0.2
IaaSAntimalware                          Microsoft.Azure.Security                              1.3.0.3
IaaSAntimalware                          Microsoft.Azure.Security                              1.4.0.0
IaaSAntimalware                          Microsoft.Azure.Security                              1.4.0.1
IaaSAntimalware                          Microsoft.Azure.Security                              1.5.5.1
IaaSAntimalware                          Microsoft.Azure.Security                              1.5.5.49
IaaSAntimalware                          Microsoft.Azure.Security                              1.5.5.9
IaaSAntimalware                          Microsoft.Azure.Security                              1.5.7.24
IaaSAntimalware                          Microsoft.Azure.Security                              1.6.0.7
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9172
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxOL8                                 Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9182
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxSLES11SP3                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.0.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.1.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.10.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.11.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.12.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.13.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.14.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.15.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.16.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.17.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.18.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.19.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.2.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.20.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.21.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.22.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.23.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.24.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.25.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.26.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.27.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.28.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.29.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.3.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.30.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.31.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.32.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.33.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.34.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.35.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.36.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.37.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.38.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.39.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.4.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.40.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.41.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.42.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.43.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.44.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.45.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.46.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.47.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.48.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.49.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.5.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.50.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.51.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.52.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.53.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.54.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.55.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.56.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.57.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.59.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.6.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.7.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.8.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.0.9.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.1
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.10
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.11
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.12
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.13
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.15
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.16
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.17
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.19
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.2
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.20
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.21
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.22
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.23
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.24
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.25
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.27
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.29
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.3
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.30
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.31
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.33
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.34
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.35
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.36
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.37
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.39
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.4
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.40
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.5
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.6
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.7
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.8
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature         2.58.9
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9172
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxRHEL8                               Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9172
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9173
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9175
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9176
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9180
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9182
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9184
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9186
LinuxSLES11SP4                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9189
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9168
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9169
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9171
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9172
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9173
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9175
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9176
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9178
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9179
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9180
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9182
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9184
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9186
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9188
LinuxSLES12                              Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9189
VMBackupForLinuxExtension                Microsoft.Azure.Security                              0.1.0.995
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.0.2.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.0.3.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.0.5.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.0.7.0
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.1.0.1
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.1.0.10
AntimalwareConfiguration                 Microsoft.Azure.Security.AntimalwareSignature.Edp     1.1.0.4
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         2.15.794.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         2.17.869.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.1.977.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.12.1371.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.12.1373.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.12.1379.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.15.1577.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.20.3.0
DSMSForWindows                           Microsoft.Azure.Security.Dsms                         3.20.60.1
